Order,Property Name,Parent Property Id,Parent Property Name,Street Number,Street Name,Borough,Primary Property Type - Self Selected,List of All Property Use Types at Property,Largest Property Use Type,Largest Property Use Type - Gross Floor Area (ft²),2nd Largest Property Use Type,2nd Largest Property Use - Gross Floor Area (ft²),3rd Largest Property Use Type,3rd Largest Property Use Type - Gross Floor Area (ft²),Year Built,Occupancy,Metered Areas (Energy),Metered Areas  (Water),ENERGY STAR Score,Source EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),District Steam Use (kBtu),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Electricity Use - Grid Purchase (kBtu),Weather Normalized Site Electricity (kWh),Total GHG Emissions (Metric Tons CO2e),Direct GHG Emissions (Metric Tons CO2e),Indirect GHG Emissions (Metric Tons CO2e),Water Use (All Water Sources) (kgal),DOF Benchmarking Submission Status
3046,Jackson Heights Shopping Center,,,Not found,Not found,Queens,Retail Store,"Financial Office, Office, Parking, Retail Store, Supermarket/Grocery Store, Urgent Care/Clinic/Other Outpatient",Retail Store,63173.0,Office,26629.0,Supermarket/Grocery Store,25313.0,1959,90.0,Whole Building,Whole Building,80.0,273.2,270.8,87.0,86.2,25.3,,,0.0,,,,,,,10519505.4,3055396.4,932.7,0.0,932.7,,Not found
3047,Forest Hills Tower,,,Not found,Not found,Queens,Office,"Medical Office, Office, Parking",Office,389318.0,Parking,148459.0,Medical Office,5595.0,1982,100.0,Whole Building,Whole Building,87.0,152.8,156.7,63.7,67.2,12.1,0.3,,0.0,,,,,8891846.9,102887.6,16245294.6,4766687.2,1912.6,472.3,1440.3,6356.2,Not found
3049,2182 Third Avenue (119th),,,Not found,Not found,Manhattan,Multifamily Housing,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,88837.0,Parking,14490.0,Retail Store,0.0,1996,100.0,Whole Building,Whole Building,14.0,168.3,170.5,81.0,84.2,11.5,0.4,,,,,,,3661100.0,39863.2,3537123.1,1023244.3,508.1,194.5,313.6,3969.9,Not found
3050,Flushing Plaza,,,Not found,Not found,Queens,Mixed Use Property,"Financial Office, Medical Office, Office, Parking, Retail Store",Office,130333.0,Medical Office,94192.0,Parking,50000.0,1974,100.0,Whole Building,Whole Building,17.0,383.6,380.7,133.3,133.8,33.7,0.2,,429180.1,,,,,3696857.6,42318.7,28879973.6,8344882.7,2788.7,228.2,2560.5,5638.6,Not found
3051,1556 Third Avenue,,,Not found,Not found,Manhattan,Office,"Medical Office, Office, Retail Store",Office,39847.0,Retail Store,19515.0,Medical Office,10557.0,1905,100.0,Whole Building,Whole Building,31.0,217.7,217.9,83.6,83.7,18.3,0.0,,,1471825.9,,,,1839.4,21.0,4373640.5,1282776.4,498.7,110.9,387.8,0.0,Not found
3052,60 Bay Street Office,,,Not found,Not found,Staten Island,Office,"Office, Parking",Office,104802.0,Parking,43650.0,,,1970,100.0,Whole Building,Whole Building,60.0,201.1,201.6,99.3,99.4,13.6,0.5,,,,,,,5557690.1,55385.2,4854045.1,1429706.2,725.6,295.2,430.4,1543.9,Not found
3053,70-00 Austin Street,,,Not found,Not found,Queens,Mixed Use Property,"Office, Other, Parking, Restaurant, Retail Store",Office,31725.0,Retail Store,31213.0,Restaurant,10500.0,1997,100.0,Whole Building,Whole Building,,363.8,375.9,124.7,129.7,33.6,0.2,,,,,,,1083426.6,12262.3,9061421.6,2733578.3,860.9,57.5,803.4,5393.8,Not found
3054,Queens Tower,,,Not found,Not found,Queens,Office,"Office, Parking",Office,177749.0,Parking,33300.0,,,1971,100.0,Whole Building,Whole Building,77.0,184.4,184.2,94.0,93.7,12.0,0.5,,,,,,,9418066.7,93643.6,7289873.2,2137920.1,1146.6,500.2,646.3,2918.9,Not found
3055,Brighton Garage 95,,,Not found,Not found,Brooklyn,Parking,Parking,Parking,96000.0,,,,,2005,100.0,Whole Building,Whole Building,,7.1,7.2,2.3,2.3,0.7,,,,,,,,,,218080.8,64422.6,19.3,0.0,19.3,0.0,Not found
3056,Brighton Garage 90,,,Not found,Not found,Brooklyn,Parking,Parking,Parking,96000.0,,,,,2001,100.0,Whole Building,Whole Building,,6.3,6.4,2.0,2.1,0.6,,,,,,,,,,193521.8,57759.9,17.2,0.0,17.2,0.0,Not found
3057,Manor Road Allied Shopping Center,,,Not found,Not found,Staten Island,Mixed Use Property,"Convenience Store without Gas Station, Office, Parking, Strip Mall, Supermarket/Grocery Store",Convenience Store without Gas Station,24332.0,Strip Mall,14525.0,Supermarket/Grocery Store,14262.0,1964,100.0,Whole Building,Whole Building,,225.6,225.1,74.1,74.1,20.7,0.0,,,,,,,215151.5,2328.0,4616080.1,1348003.0,420.7,11.4,409.3,,Not found
3058,64 West 48th Street,,,Not found,Not found,Manhattan,Office,"Manufacturing/Industrial Plant, Office, Retail Store",Office,65120.0,Manufacturing/Industrial Plant,33180.0,Retail Store,15612.0,1926,95.0,Whole Building,Whole Building,,215.8,213.7,78.9,78.2,18.5,0.2,,0.0,,,,,1737493.8,17374.9,7245957.5,2101970.6,734.7,92.3,642.4,42.3,Not found
3059,Medjugorje Realty LLC,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,71400.0,,,,,1939,100.0,Whole Building,Whole Building,51.0,116.9,119.9,80.4,83.4,4.5,0.7,,,,,,,4629799.7,48445.6,1110246.3,324512.1,344.3,245.9,98.4,5058.2,Not found
3060,1451 52nd Street - 36383,,,Not found,Not found,Brooklyn,Multifamily Housing,"Multifamily Housing, Office",Multifamily Housing,80928.0,Office,2100.0,,,1931,100.0,Whole Building,Whole Building,,87.7,92.2,63.2,67.8,2.9,0.6,,,,,,,4396012.6,47947.3,848193.4,244897.4,308.7,233.5,75.2,,Not found
3061,2114 Albermarle Road - 36378,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,63361.0,,,,,1935,100.0,Whole Building,Whole Building,83.0,91.9,99.4,71.6,78.9,2.3,0.7,,,,,,,4034319.5,44954.9,505146.3,147199.7,259.1,214.3,44.8,2071.8,Not found
3062,2285 Ocean LLC,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,96600.0,,,,,1937,100.0,Whole Building,Whole Building,81.0,95.1,98.6,71.3,74.6,2.8,0.6,,,,,,,5952400.3,62668.2,934880.4,274785.2,399.0,316.2,82.9,,Not found
3063,MACT Realty LLC,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,158250.0,,,,,1926,100.0,Whole Building,Whole Building,73.0,99.2,102.6,68.1,71.4,3.9,0.6,,,,,,,8677900.3,92083.6,2096407.8,612549.4,646.8,460.9,185.9,,Not found
3064,2116 Ditmas Avenue - 36377,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,75900.0,,,,,1935,100.0,Whole Building,Whole Building,90.0,94.4,100.6,70.3,76.3,2.9,0.7,,,,,,,4584076.5,50494.4,748019.5,218144.2,309.8,243.5,66.3,4962.2,Not found
3065,1270 Realty Co. LLC,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,97620.0,,,,,1931,100.0,Whole Building,Whole Building,90.0,81.7,85.5,60.7,64.2,2.5,0.6,,,,,,,5081099.9,54278.9,842379.6,247029.5,344.6,269.9,74.7,5111.7,Not found
3066,Fatima Realty LLC,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,65500.0,,,,,1938,100.0,Whole Building,,15.0,138.9,144.8,91.9,97.0,6.0,0.8,,,,,,,4686599.8,50110.0,1331192.3,393887.3,367.0,248.9,118.0,3570.5,Not found
3067,1010 PRESIDENT STREET - 36367,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,44731.0,,,,,1923,100.0,Whole Building,,67.0,111.4,117.6,85.8,92.0,2.9,0.8,,,,,,,3383450.5,36659.5,455915.2,131662.2,220.1,179.7,40.4,2216.6,Not found
3068,1153 NOSTRAND AVENUE - 36368,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,29664.0,,,,,1931,100.0,Whole Building,,88.0,108.4,114.9,81.2,87.4,3.2,0.8,,,,,,,2080278.4,22636.1,328055.4,96223.5,139.6,110.5,29.1,1945.4,Not found
3069,130 Ave P LLC,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,108000.0,,,,,1932,100.0,Whole Building,,95.0,73.9,77.9,53.5,57.4,2.5,0.5,,,,,,,4869600.1,52795.1,912207.0,268045.3,339.5,258.6,80.9,6392.1,Not found
3070,520 LINCOLN PLACE - 36369,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,26780.0,,,,,1931,100.0,Whole Building,,94.0,99.8,105.5,73.8,79.5,3.1,0.7,,,,,,,1690554.6,18456.7,286268.8,82814.7,115.2,89.8,25.4,1099.6,Not found
3071,190 EAST 17th   STREET - 36376,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,48885.0,,,,,1934,100.0,Whole Building,,70.0,116.5,124.0,88.7,95.8,3.3,0.8,,,,,,,3787056.4,41336.3,548012.8,160807.7,249.7,201.1,48.6,2123.8,Not found
3072,MGA Realty Corp,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,75300.0,,,,,1928,100.0,Whole Building,,69.0,102.7,107.2,76.1,80.5,3.2,0.7,,,,,,,4911700.1,52482.7,820694.6,239292.0,333.6,260.9,72.8,,Not found
3073,DiMaggio Realty Corp,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,84000.0,,,,,1941,100.0,Whole Building,Whole Building,83.0,85.9,88.8,63.7,66.5,2.7,0.6,,,,,,,4585299.7,48222.0,764939.1,223327.2,311.4,243.5,67.8,2870.6,Not found
3074,5304 15th   AVENUE - 36379,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,51294.0,,,,,1930,100.0,Whole Building,,88.0,85.4,89.7,59.8,64.2,3.1,0.5,,,,,,,2517182.1,27457.6,552534.7,160305.7,182.7,133.7,49.0,2474.3,Not found
3075,1710 UNION STREET - 36381,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,43680.0,,,,,1922,100.0,Whole Building,,34.0,132.3,139.0,92.7,98.7,5.0,0.8,,,,,,,3317934.6,35745.7,731566.6,216292.4,241.1,176.2,64.9,4344.5,Not found
3076,Maggio Realty LLC,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,71118.0,,,,,1931,100.0,Whole Building,Whole Building,44.0,128.1,133.7,92.4,98.2,4.3,0.8,,,,,,,5509556.2,59427.6,1059517.0,305209.8,386.6,292.6,93.9,5291.7,Not found
3077,155 PROSPECT AVENUE - 36389,,,Not found,Not found,Staten Island,Multifamily Housing,Multifamily Housing,Multifamily Housing,26430.0,,,,,1930,100.0,Whole Building,,56.0,120.6,129.2,92.3,99.9,3.4,0.9,,,,,,,2138712.8,23354.8,300305.9,89738.3,140.2,113.6,26.6,1628.1,Not found
3078,1653 65th   STREET - 36390,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,34608.0,,,,,1928,100.0,Whole Building,,48.0,136.8,146.0,43.6,46.5,13.6,,,,,,,,,,1507737.7,471575.5,133.7,0.0,133.7,3239.2,Not found
3079,Guadalupe Realty LLC,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,60414.0,,,,,1920,100.0,Whole Building,Whole Building,68.0,121.9,126.9,81.1,86.3,5.1,0.7,,,,,,,3833761.6,41653.5,1063281.2,307483.1,297.9,203.6,94.3,4393.3,Not found
3080,1681 65th   STREET - 36391,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,35280.0,,,,,1928,100.0,Whole Building,,4.0,204.8,216.6,165.5,176.7,4.4,1.6,,,,,,,5317645.2,57110.4,522897.9,153570.9,328.8,282.4,46.4,,Not found
3081,1691 65th   STREET - 36392,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,44928.0,,,,,1931,100.0,Whole Building,,39.0,131.2,136.6,88.7,94.1,5.3,0.8,,,,,,,3164920.0,34184.9,818667.2,237782.9,240.7,168.1,72.6,5733.8,Not found
3082,San Pio Realty LLC,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,52378.0,,,,,1935,100.0,Whole Building,Whole Building,62.0,106.2,113.2,78.8,85.9,3.2,0.7,,,,,,,3540084.5,39218.2,588514.9,168997.7,240.2,188.0,52.2,243565.7,Not found
3083,33 Trinity Realty LLC,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,62640.0,,,,,1928,100.0,Whole Building,Whole Building,87.0,84.5,88.9,63.7,67.9,2.5,0.6,,,,,,,3464500.1,37225.3,526962.0,154732.3,230.7,184.0,46.7,,Not found
3084,273 BUFFALO AVENUE - 36399,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,46200.0,,,,,1922,100.0,Whole Building,,92.0,99.0,104.2,72.4,77.7,3.2,0.7,,,,,,,2836474.6,30919.9,508059.0,146169.5,195.7,150.7,45.0,2962.8,Not found
3085,Saint Joseph Realty LLC,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,84375.0,,,,,1935,100.0,Whole Building,Whole Building,65.0,102.6,108.8,79.6,85.3,2.7,0.8,,,,,,,5945200.1,64237.2,769349.3,227638.7,384.0,315.8,68.2,4379.1,Not found
3086,Marziam Realty LLC,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,45600.0,,,,,1935,100.0,Whole Building,,71.0,98.7,102.7,74.5,78.4,2.9,0.7,,,,,,,2949399.9,31316.6,446613.7,130115.5,196.3,156.7,39.6,2476.0,Not found
3087,Lourdes Realty Group LLC,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,149450.0,,,,,1934,95.0,Whole Building,,98.0,69.5,72.4,47.7,50.6,2.7,0.4,,,,,,,5739199.9,61938.8,1387481.8,402719.8,427.8,304.8,123.0,,Not found
3088,Our Lady of the Rosary Realty LLC,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,102068.0,,,,,1911,100.0,Whole Building,,,,,,,,,,,,,,,,,,,,,,,Not found
3089,92-01 LAMONT AVE LLC,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,83380.0,,,,,1962,100.0,Whole Building,Whole Building,92.0,91.2,98.5,80.9,87.7,0.9,0.8,,,,,,,6491900.1,70589.0,250951.7,74737.3,367.1,344.8,22.2,7203.7,Not found
3090,SHABANSON LLC,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,50900.0,,,,,1927,100.0,Whole Building,Whole Building,67.0,110.8,120.3,103.5,112.5,0.3,1.1,,,,,,,5216341.1,56771.1,51650.9,15138.0,281.6,277.1,4.6,4159.9,Not found
3091,Irason LLC,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,33800.0,,,,,1930,100.0,Whole Building,Whole Building,37.0,127.1,132.5,118.2,123.3,0.4,1.2,,,,,,,3945899.6,41200.3,48880.3,14326.0,213.9,209.6,4.3,3321.4,Not found
3092,320 Park Avenue,,,Not found,Not found,Manhattan,Financial Office,"Bank Branch, Data Center, Financial Office",Financial Office,705197.0,Bank Branch,10462.0,Data Center,6320.0,1994,95.0,Whole Building,Whole Building,87.0,233.5,235.4,86.6,88.4,19.5,,,,,,,14314522.6,,,48203737.9,14100680.3,5224.2,0.0,5224.2,22544.6,Not found
3093,Hahn Kook Center U.S.A. Inc.,,,Not found,Not found,Manhattan,Office,"Bank Branch, Medical Office, Office",Office,304871.0,Medical Office,27887.0,Bank Branch,7816.0,1954,95.0,Whole Building,Whole Building,74.0,195.3,200.8,81.9,86.6,14.6,,,,,,,10864579.2,,,17015757.3,4976116.8,2230.0,0.0,2230.0,,Not found
3094,3158 Perry Ave - 35533,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,55500.0,,,,,1925,100.0,Whole Building,,71.0,115.6,115.6,42.6,42.6,9.9,0.1,,,,,,,479851.5,4798.5,1882769.9,551808.2,192.4,25.5,166.9,6793.0,Not found
3095,414 E 204 Street - 35531,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,53500.0,,,,,1928,100.0,Whole Building,,59.0,129.4,129.5,46.6,46.6,11.3,0.1,,,,,,,431478.8,4334.6,2060758.8,603973.8,205.6,22.9,182.7,,Not found
3096,3195 DECATUR AVENUE - 35532,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,46200.0,,,,,1927,100.0,Whole Building,,46.0,121.0,129.3,44.3,47.0,11.2,0.1,,,,,,,400436.4,4026.4,1646848.1,518045.5,167.3,21.3,146.0,10867.1,Not found
3097,1600 Ocean Parkway - 23765,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,87476.0,,,,,1940,100.0,Whole Building,Whole Building,88.0,81.2,85.5,25.9,27.2,8.0,,,,,,,,,,2262593.5,697756.8,200.6,0.0,200.6,4901.3,Not found
3098,1957 RICHMOND TERRACE - 40080,,,Not found,Not found,Staten Island,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,88079.0,,,,,2008,100.0,Whole Building,,,29.5,29.7,9.4,9.4,2.8,,,,,,,,,,827648.2,243825.0,73.4,0.0,73.4,,Not found
3099,"College Residence Club, Inc.",,,Not found,Not found,Manhattan,Hotel,"Fast Food Restaurant, Hotel, Retail Store",Hotel,157000.0,Fast Food Restaurant,5000.0,Retail Store,1000.0,1908,100.0,Whole Building,,,160.0,167.0,102.6,109.6,7.7,0.1,,,10472844.0,,,,1976700.0,19880.3,4276160.7,1253270.9,1272.6,893.5,379.1,,Not found
3100,Bay Terrace Co Op 2,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,168000.0,,,,,1950,90.0,Whole Building,Whole Building,8.0,142.0,,90.5,,,,,,,,,,11418547.6,,3779772.3,,941.6,606.5,335.1,,Not found
3101,The Chanel Building,,,Not found,Not found,Manhattan,Office,"Office, Retail Store",Office,63310.0,Retail Store,0.0,,,1900,100.0,Whole Building,Whole Building,,199.6,199.6,80.1,80.1,16.2,0.2,,,,,,,1568653.8,15686.5,3500166.0,1025839.9,393.6,83.3,310.3,,Not found
3102,80 South Street,,,Not found,Not found,Manhattan,Other,Other,Other,47713.0,,,,,1950,0.0,Whole Building,Whole Building,,6.2,6.2,2.0,2.0,0.6,,,,,,,,,,94114.0,27407.9,8.3,0.0,8.3,11.3,Not found
3103,163 Front Street,,,Not found,Not found,Manhattan,Other,Other,Other,58500.0,,,,,1815,0.0,Whole Building,Whole Building,,5.1,5.0,1.6,1.6,0.5,,,,,,,,,,94114.0,27400.9,8.3,0.0,8.3,11.3,Not found
3104,301,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,58150.0,,,,,1931,100.0,Whole Building,Whole Building,48.0,117.8,123.9,78.6,84.3,5.0,0.7,,,,,,,3587000.1,39213.2,982809.5,288045.0,277.7,190.5,87.1,4617.0,Not found
3105,1430 Broadway,,,Not found,Not found,Manhattan,Office,Office,Office,364000.0,,,,,1954,100.0,Whole Building,,53.0,250.7,252.1,111.9,113.2,17.5,,,,,,,18908761.2,,,21812612.4,6383593.4,3189.4,0.0,3189.4,,Not found
3106,100 W. 26th St.,,,Not found,Not found,Manhattan,Multifamily Housing,"Multifamily Housing, Parking",Multifamily Housing,263760.0,Parking,15000.0,,,2001,100.0,Whole Building,Whole Building,14.0,152.8,156.4,90.7,95.3,7.9,0.7,,,,,,,16666400.3,180111.7,7259052.3,2085559.9,1528.8,885.2,643.6,9677.5,Not found
3107,575 Madison Ave.,,,Not found,Not found,Manhattan,Office,"Office, Parking",Office,365347.0,Parking,20000.0,,,1950,100.0,Whole Building,Whole Building,52.0,231.8,231.0,98.8,98.6,17.0,,,,,,,14809779.1,,,21297658.2,6215871.0,2871.6,0.0,2871.6,,Not found
3108,228 E. 45th St.,,,Not found,Not found,Manhattan,Office,"Office, Retail Store, Supermarket/Grocery Store",Office,201052.0,Retail Store,7000.0,Supermarket/Grocery Store,5000.0,1929,100.0,Whole Building,Whole Building,84.0,174.4,175.9,77.7,80.5,13.0,0.1,,,5549313.7,,,,1437294.0,16576.3,9567744.1,2761476.9,1342.4,494.1,848.3,3259.5,Not found
3109,55 W. 39th St.,,,Not found,Not found,Manhattan,Office,"Office, Retail Store",Office,109421.0,Retail Store,5000.0,,,1926,100.0,Whole Building,,82.0,163.0,164.1,64.0,66.1,12.8,,,,,,,2233858.3,,,5083792.1,1464837.7,599.1,0.0,599.1,,Not found
3110,Naples Terrace,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,131140.0,,,,,1927,100.0,Whole Building,Whole Building,4.0,169.6,175.3,111.1,117.2,7.3,0.9,,,,,,,11249396.2,121007.5,3322499.4,959347.0,892.1,597.5,294.6,9407.5,Not found
3111,125 East 31st Street Realty LLC,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,58321.0,,,,,1930,100.0,Whole Building,Whole Building,90.0,107.8,111.0,66.9,70.9,5.1,0.5,,,,,,,2855741.3,31132.2,1046891.9,299235.2,244.5,151.7,92.8,2978.7,Not found
3112,51 Madison,,,Not found,Not found,Manhattan,Office,Office,Office,1513807.0,,,,,1928,100.0,Whole Building,,86.0,181.0,184.7,79.8,83.3,12.8,,,,,,,54253811.8,,,66487885.5,19367841.3,9497.1,0.0,9497.1,,Not found
3113,92-29 Queens Blvd - 41310,,,Not found,Not found,Queens,Multifamily Housing,"Multifamily Housing, Office, Parking, Retail Store",Multifamily Housing,94157.0,Office,17434.0,Retail Store,15100.0,1987,100.0,Whole Building,Whole Building,46.0,165.1,170.9,98.6,104.4,8.6,0.8,,,,,,,8749815.9,95161.2,3735928.8,1088859.2,796.0,464.7,331.2,,Not found
3114,70-35 Broadway - 37698,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,111000.0,,,,,1927,100.0,Whole Building,,43.0,149.7,157.4,115.3,122.6,4.0,1.1,,,,,,,11270768.9,120881.7,1522918.0,446341.7,733.7,598.6,135.0,13595.1,Not found
3115,99-31 66th Avenue - 43250,,,Not found,Not found,Queens,Multifamily Housing,"Multifamily Housing, Parking",Multifamily Housing,63000.0,Parking,6000.0,,,2006,100.0,Whole Building,,73.0,98.0,103.2,31.2,32.9,9.6,,,,,,,,,,1966932.1,606757.0,174.4,0.0,174.4,1252.2,Not found
3116,131-16 234th Street - 26541,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,54000.0,,,,,1950,100.0,Whole Building,,58.0,154.8,164.3,110.6,118.8,5.5,1.0,,,,,,,4973197.4,53940.0,998684.9,299499.2,352.7,264.2,88.5,,Not found
3117,131-03 234th Street - 26542,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,152000.0,,,,,1950,100.0,Whole Building,,36.0,161.7,171.4,119.2,128.1,5.2,1.1,,,,,,,15465417.3,167883.7,2655200.8,786379.8,1056.9,821.4,235.4,,Not found
3118,35-06 88th Street,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,53500.0,,,,,1938,100.0,Whole Building,,93.0,83.3,88.3,58.4,63.4,3.0,0.5,,,,,,,2564823.5,28373.9,561411.5,162975.7,186.0,136.2,49.8,1888.1,Not found
3119,755 Narrows Road North,,,Not found,Not found,Staten Island,Multifamily Housing,Multifamily Housing,Multifamily Housing,87000.0,,,,,1987,100.0,Whole Building,,78.0,115.2,120.0,65.9,69.8,6.6,0.5,,,,,,,3822275.2,41221.8,1913609.9,570523.1,372.7,203.0,169.7,3737.3,Not found
3120,109-14 172nd Street,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,52500.0,,,,,1951,100.0,Whole Building,,4.0,201.2,208.7,125.9,133.0,9.7,1.0,,,,,,,4879665.3,52462.1,1732254.7,508548.1,412.8,259.2,153.6,3532.3,Not found
3121,535 W 45th Street,,,Not found,Not found,Manhattan,Office,"Multifamily Housing, Office",Office,110000.0,Multifamily Housing,20500.0,,,1930,100.0,Whole Building,,,170.2,173.7,74.5,78.8,12.8,0.4,,,,,,,3969655.0,46099.0,5746579.8,1664308.3,720.3,210.8,509.5,1640.5,Not found
3122,86-10 34th Avenue,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,105000.0,,,,,1937,100.0,Whole Building,,80.0,102.6,109.4,75.2,81.4,3.4,0.7,,,,,,,6707197.7,73433.4,1189623.4,352618.1,461.7,356.3,105.5,4130.5,Not found
3123,222 W 14th Street,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,134000.0,,,,,1987,100.0,Whole Building,,58.0,127.0,131.5,68.0,72.2,7.8,0.5,,,,,,,5543225.3,61064.9,3565716.1,1046590.1,610.6,294.4,316.1,3885.1,Not found
3124,85-10 34th Avenue,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,105000.0,,,,,1927,100.0,Whole Building,,91.0,89.6,89.6,28.5,28.5,8.4,,,,,,,,,,2996933.5,878350.9,265.7,0.0,265.7,3168.5,Not found
3125,171-01 110th Street,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,58000.0,,,,,1951,100.0,Whole Building,,40.0,128.1,133.4,89.9,94.9,4.7,0.8,,,,,,,4277572.8,45634.9,936252.8,275086.3,310.2,227.2,83.0,,Not found
3126,133-04 LAURELTON PARKWAY - 26543,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,41643.0,,,,,1950,100.0,Whole Building,,35.0,151.9,,113.6,,4.7,,,,,,,,4077037.8,,651652.4,194022.7,274.3,216.6,57.8,,Not found
3127,110-14 65th   AVENUE - 44263,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,26836.0,,,,,1951,100.0,Whole Building,,100.0,57.7,64.7,18.4,20.6,6.0,,,,,,,,,,493124.0,161995.1,43.7,0.0,43.7,,Not found
3128,109-33 71st   ROAD - 44230,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,59273.0,,,,,1960,100.0,Whole Building,,65.0,123.1,129.5,85.8,92.1,4.6,0.8,,,,,,,4151961.9,45281.4,935327.9,272904.4,303.5,220.5,82.9,3606.4,Not found
3129,Lyra,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,33180.0,,,,,1926,100.0,Whole Building,,56.0,114.4,126.2,80.5,92.4,4.5,0.0,,2001082.8,,,,,157796.8,1578.0,512377.0,148953.6,202.3,156.9,45.4,,Not found
