Order,Property Name,Parent Property Id,Parent Property Name,Street Number,Street Name,Borough,Primary Property Type - Self Selected,List of All Property Use Types at Property,Largest Property Use Type,Largest Property Use Type - Gross Floor Area (ft²),2nd Largest Property Use Type,2nd Largest Property Use - Gross Floor Area (ft²),3rd Largest Property Use Type,3rd Largest Property Use Type - Gross Floor Area (ft²),Year Built,Occupancy,Metered Areas (Energy),Metered Areas  (Water),ENERGY STAR Score,Source EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),District Steam Use (kBtu),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Electricity Use - Grid Purchase (kBtu),Weather Normalized Site Electricity (kWh),Total GHG Emissions (Metric Tons CO2e),Direct GHG Emissions (Metric Tons CO2e),Indirect GHG Emissions (Metric Tons CO2e),Water Use (All Water Sources) (kgal),DOF Benchmarking Submission Status
3130,11 East 44th Street,,,Not found,Not found,Manhattan,Office,"Office, Retail Store",Office,121181.0,Retail Store,10926.0,,,1927,100.0,Whole Building,Whole Building,91.0,127.8,130.0,50.8,53.1,10.0,,,,,,,2168530.6,,,4548043.0,1320939.7,547.2,0.0,547.2,1510.4,Not found
3131,304 W. 92nd St Realty Assoc.,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,64000.0,,,,,1920,100.0,Whole Building,Whole Building,,152.4,156.0,86.0,90.5,8.5,0.6,,,,,,,3600333.2,39266.4,1901823.8,547030.7,359.8,191.2,168.6,4638.7,Not found
3132,"49th St Realty Co. LLC, Radio City Apts",,,Not found,Not found,Manhattan,Hotel,"Hotel, Retail Store",Hotel,71615.0,Retail Store,8654.0,,,1910,100.0,Whole Building,,54.0,211.3,217.4,135.1,140.9,10.1,0.4,,4811645.8,,,,,3268339.2,32683.4,2760765.0,811273.6,775.4,530.7,244.8,,Not found
3133,FARKAS 93-10 QUEENS,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,104708.0,,,,,1950,100.0,Whole Building,,100.0,58.5,62.3,40.5,43.7,2.3,0.4,,,,,,,3436224.2,37516.5,802684.2,240964.3,253.7,182.5,71.2,,Not found
3134,FARKAS 85-10 120 STREET,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,61092.0,,,,,1961,100.0,Whole Building,,16.0,149.8,157.4,110.5,118.1,4.7,1.0,,,,,,,5764750.7,62409.3,987126.8,285957.7,393.7,306.2,87.5,,Not found
3135,320 Wadsworth Ave,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,80178.0,,,,,1925,100.0,Whole Building,Whole Building,47.0,126.1,131.9,85.4,91.4,5.0,0.7,,,,,,,5452886.5,59459.3,1396104.2,404151.0,413.4,289.6,123.8,7081.4,Not found
3136,Dexterhouse,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,78071.0,,,,,1923,100.0,Whole Building,,96.0,150.1,156.4,90.4,96.4,7.7,0.7,,,,,,,4992743.5,54699.7,2062144.5,603537.3,448.0,265.2,182.8,,Not found
3137,305 89 St,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,28500.0,,,,,1927,100.0,Whole Building,,82.0,87.5,90.3,83.4,86.0,,0.9,,,,,,,2375804.0,24522.1,,,126.2,126.2,0.0,1265.0,Not found
3138,"Midway Hotel, 216 West 100th Street",,,Not found,Not found,Manhattan,Multifamily Housing,"Multifamily Housing, Retail Store",Multifamily Housing,83905.0,Retail Store,3400.0,,,1925,100.0,Whole Building,Whole Building,,233.1,241.8,152.3,159.9,10.4,1.2,,,,,,,10235159.7,108761.1,3058089.1,904147.7,814.8,543.6,271.1,16968.5,Not found
3139,"Hillside Manor Rehabilitation and Extended Care enter, LLC",,,Not found,Not found,Queens,Senior Care Community,Senior Care Community,Senior Care Community,149000.0,,,,,1975,100.0,Whole Building,Whole Building,4.0,296.1,295.6,183.9,183.7,14.4,1.3,,,,,,,20050860.2,200508.6,7346605.0,2146055.1,1771.3,1065.0,706.3,20512.1,Not found
3140,WHITEHALL APARTMENTS,,,Not found,Not found,Manhattan,Multifamily Housing,"Multifamily Housing, Retail Store",Multifamily Housing,102500.0,Retail Store,8500.0,,,1920,100.0,Whole Building,,,146.8,153.8,94.6,101.5,6.6,0.8,,,,,,,7976346.5,87534.7,2521004.0,735875.7,647.2,423.7,223.5,,Not found
3141,303 Louisiana,,,Not found,Not found,Brooklyn,Self-Storage Facility,Self-Storage Facility,Self-Storage Facility,91000.0,,,,,1962,100.0,,,,67.5,67.6,21.5,21.5,6.3,,,,,,,,,,1957288.6,574569.1,173.5,0.0,173.5,93428.9,Not found
3142,250 44 Street/BFR,,,Not found,Not found,Brooklyn,Office,Office,Office,54000.0,,,,,1970,100.0,Whole Building,Whole Building,,5.9,5.9,1.9,1.9,0.6,,,,,,,,,,101493.4,29746.0,9.0,0.0,9.0,20397.1,Not found
3143,170 Second Avenue - 31198,,,Not found,Not found,Manhattan,Multifamily Housing,"Multifamily Housing, Retail Store",Multifamily Housing,106086.0,Retail Store,1600.0,,,1928,100.0,Whole Building,Whole Building,,79.2,79.2,40.7,40.7,5.1,0.2,,,,,,,2507287.8,25072.9,1878131.5,550448.8,299.7,133.2,166.5,3119.4,Not found
3144,66 Madison Avenue - 30691,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,154000.0,,,,,1930,100.0,Whole Building,Whole Building,51.0,123.4,123.4,69.4,69.4,7.1,0.5,,,,,,,6975658.6,69756.6,3717200.6,1089449.0,700.1,370.5,329.6,5882.2,Not found
3145,245 E 37 Street - 44441,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,46206.0,,,,,1942,100.0,Whole Building,,57.0,128.4,137.9,40.9,43.9,12.9,,,,,,,,,,1889569.1,594544.1,167.5,0.0,167.5,1445.3,Not found
3146,118 W 72 Street  - 23368,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,27449.0,,,,,1915,100.0,Whole Building,,,230.0,246.9,73.2,78.6,23.0,,,,,,,,,,2010179.8,632493.7,178.2,0.0,178.2,,Not found
3147,10 Leonard Street  - 44442,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,30202.0,,,,,1920,100.0,Whole Building,,,71.1,76.3,22.6,24.3,7.1,,,,,,,,,,683461.1,215047.9,60.6,0.0,60.6,978.1,Not found
3148,250 W 91 St - 44443,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,31450.0,,,,,1920,100.0,Whole Building,,,68.2,73.3,21.7,23.3,6.8,,,,,,,,,,683461.1,215047.9,60.6,0.0,60.6,,Not found
3149,2751 UNIVERSITY AVENUE - 37160,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,30740.0,,,,,1936,100.0,Whole Building,,62.0,123.2,132.3,39.2,42.1,12.3,,,,,,,,,,1206107.9,379496.2,106.9,0.0,106.9,4409.2,Not found
3150,2645 MORRIS AVENUE - 36153,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,37012.0,,,,,1921,100.0,Whole Building,,67.0,116.0,124.5,36.9,39.6,11.6,,,,,,,,,,1366922.3,430095.8,121.2,0.0,121.2,5057.4,Not found
3151,1150 Pelham Parkway So,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,57500.0,,,,,1953,100.0,Whole Building,Whole Building,100.0,38.0,37.8,15.0,14.9,3.1,0.0,,,,,,,248093.9,2480.9,613035.6,178737.6,67.5,13.2,54.4,5039.0,Not found
3152,1201 Findlay Avenue - 42167,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,148000.0,,,,,1921,100.0,Whole Building,,43.0,143.3,149.7,103.2,109.3,4.9,0.9,,,,,,,12804396.8,137097.5,2471388.8,724322.5,899.2,680.1,219.1,8020.0,Not found
3153,660 E 183 Street - 43010,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,71000.0,,,,,1931,100.0,Whole Building,,23.0,181.0,181.1,60.6,60.7,16.5,0.0,,,,,,,316231.2,3233.6,3987419.9,1168645.8,370.3,16.8,353.5,4349.6,Not found
3154,2327 Southern Blvd - 43011,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,55000.0,,,,,2003,100.0,Whole Building,,84.0,130.4,135.5,88.6,93.7,5.2,0.8,,,,,,,3886518.5,41746.3,985061.2,286311.2,293.8,206.4,87.3,4261.7,Not found
3155,780 E 185 Street - 43012,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,68000.0,,,,,1992,100.0,Whole Building,,87.0,114.0,119.2,75.6,80.4,4.9,0.6,,,,,,,4017712.4,43329.5,1126057.7,331944.7,313.2,213.4,99.8,3910.8,Not found
3156,1329 COLLEGE AVENUE - 43069,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,31200.0,,,,,1924,100.0,Whole Building,,44.0,155.8,163.9,121.6,129.9,4.5,0.1,,3141542.4,,,,,171316.1,1801.0,480649.3,139327.2,284.8,242.2,42.6,3888.4,Not found
3157,1350 OGDEN AVENUE - 43073,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,42418.0,,,,,1914,100.0,Whole Building,,95.0,79.3,81.7,59.4,61.6,2.7,0.0,,1964071.2,,,,,177072.7,1770.7,380458.2,112868.5,188.9,155.2,33.7,,Not found
3158,163 WEST 170 STREET - 43074,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,33475.0,,,,,1916,100.0,Whole Building,,20.0,167.5,167.9,103.1,104.3,8.6,0.1,,2245108.5,,,,,212812.1,2128.1,992843.3,286887.6,265.9,177.9,88.0,,Not found
3159,1360 NELSON AVENUE - 43075,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,25857.0,,,,,1925,100.0,Whole Building,,53.0,135.1,136.5,101.4,102.6,4.3,0.4,,1181059.2,,,,,1065675.7,10956.0,375984.2,110609.3,177.6,144.2,33.3,2666.6,Not found
3160,1385 NELSON AVENUE - 43076,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,38063.0,,,,,1924,100.0,Whole Building,,35.0,154.3,159.2,114.8,119.7,5.3,0.0,,3545661.8,,,,,139236.4,1392.4,682863.2,199934.0,331.1,270.5,60.5,5688.2,Not found
3161,1106 MORRIS AVENUE - 43086,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,40921.0,,,,,1929,100.0,Whole Building,,22.0,171.7,177.8,111.3,117.3,8.1,0.1,,3176718.7,,,,,242656.2,2462.7,1134533.5,332359.6,349.2,248.6,100.6,,Not found
3162,1114 MORRIS AVENUE - 43087,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,44580.0,,,,,1929,100.0,Whole Building,,75.0,119.4,121.5,87.6,89.9,4.2,0.1,,3008303.4,,,,,255409.4,2554.1,641680.7,186574.3,293.7,236.8,56.9,4146.2,Not found
3163,1330 MORRIS AVENUE - 43088,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,38007.0,,,,,1923,100.0,Whole Building,,34.0,151.1,155.0,114.5,118.5,4.8,0.1,,3474453.6,,,,,250558.1,2567.7,627372.3,183425.6,326.8,271.1,55.6,4005.4,Not found
3164,756 EAST 175 STREET - 43094,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,36383.0,,,,,1931,100.0,Whole Building,,74.0,117.0,126.0,40.0,42.9,11.4,0.0,,,,,,,148687.5,1507.5,1305486.5,413061.9,123.6,7.9,115.7,1016.8,Not found
3165,1791 PROSPECT AVENUE - 43095,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,27398.0,,,,,1931,100.0,Whole Building,,33.0,160.6,170.8,129.9,138.9,3.5,1.3,,,,,,,3240596.9,34768.4,317647.9,96146.1,200.3,172.1,28.2,2531.9,Not found
3166,2037 WEBSTER AVENUE - 43096,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,28049.0,,,,,1928,100.0,Whole Building,,26.0,166.6,173.2,124.5,131.3,5.5,0.1,,2654250.6,,,,,303473.3,3090.6,533148.5,155046.1,260.4,213.1,47.3,3055.6,Not found
3167,2045 SOUTHERN BOULEVARD - 43103,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,34230.0,,,,,1916,100.0,Whole Building,,55.0,139.3,147.3,100.5,107.8,4.8,0.9,,,,,,,2887803.4,31296.1,552785.1,163814.3,202.4,153.4,49.0,2322.6,Not found
3168,1069 WALTON AVENUE - 43116,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,26846.0,,,,,1926,100.0,Whole Building,,45.0,143.8,148.2,97.4,101.8,6.2,0.1,,1887646.8,,,,,157811.5,1661.8,569090.8,166791.0,198.9,148.5,50.5,,Not found
3169,758 EAST 168 STREET - 43118,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,29400.0,,,,,1907,100.0,Whole Building,,91.0,95.5,96.2,67.4,67.6,3.8,0.0,,1517061.6,,,,,86153.1,861.5,377172.4,112658.2,150.6,117.2,33.4,1973.7,Not found
3170,1279 CHISHOLM STREET - 43121,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,27479.0,,,,,1914,100.0,Whole Building,,64.0,120.9,120.9,86.3,86.3,4.6,,,1936705.8,,,,,,,434688.8,127434.1,182.3,143.7,38.5,2289.5,Not found
3171,2131 CLINTON AVENUE - 43135,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,30784.0,,,,,1927,100.0,Whole Building,,62.0,119.4,127.4,42.9,45.7,11.1,0.1,,,,,,,223986.7,2386.7,1095198.8,342676.6,109.0,11.9,97.1,,Not found
3172,25 ELLIOT PLACE - 43136,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,33156.0,,,,,1925,100.0,Whole Building,,51.0,150.1,150.1,112.5,112.5,5.0,0.0,,3017935.8,,,,,146515.2,1487.4,564906.1,165567.7,281.8,231.7,50.1,5379.9,Not found
3173,1105 COLLEGE AVENUE - 43092,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,48136.0,,,,,1929,100.0,Whole Building,,81.0,104.1,104.2,70.9,70.9,4.5,,,2676289.2,,,,,,,735627.2,215657.6,263.8,198.6,65.2,3339.8,Not found
3174,11 Midwood St - 38232,,,Not found,Not found,Brooklyn,Multifamily Housing,"Multifamily Housing, Other - Services, Retail Store, Supermarket/Grocery Store",Multifamily Housing,52249.0,Other - Services,1800.0,Retail Store,600.0,1927,100.0,Whole Building,,,110.2,115.5,75.0,80.1,4.4,0.7,,,,,,,3308166.7,35972.7,833302.2,243125.1,249.6,175.7,73.9,,Not found
3175,2047 Nostrand Avenue - 38846,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,55065.0,,,,,1931,100.0,Whole Building,,70.0,107.5,110.8,73.4,76.8,4.2,0.6,,,,,,,3238535.8,34359.5,802502.4,232883.6,243.2,172.0,71.1,7322.3,Not found
3176,164 Linden Blvd - 38245,,,Not found,Not found,Brooklyn,Multifamily Housing,"Multifamily Housing, Other, Supermarket/Grocery Store",Multifamily Housing,57600.0,Other,1200.0,Supermarket/Grocery Store,600.0,1924,100.0,Whole Building,Whole Building,,131.0,138.1,91.9,98.7,4.8,0.8,,,,,,,4480445.9,48855.7,978977.0,287113.4,324.8,238.0,86.8,,Not found
3177,2100 Westbury Ct - 38246,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,82540.0,,,,,1928,100.0,Whole Building,Whole Building,69.0,102.3,108.9,75.9,82.1,3.2,0.7,,,,,,,5367296.2,58816.4,893363.4,262410.5,364.3,285.1,79.2,5488.5,Not found
3178,180 Lenox Rd - 38234,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,100186.0,,,,,1929,100.0,Whole Building,Whole Building,59.0,110.2,117.6,82.7,89.8,3.3,0.8,,,,,,,7168089.2,78755.7,1120321.5,328045.0,480.1,380.7,99.3,4963.2,Not found
3179,2110 Westbury Ct - 38247,,,Not found,Not found,Brooklyn,Multifamily Housing,"Medical Office, Multifamily Housing, Other - Services, Retail Store",Multifamily Housing,92007.0,Other - Services,2500.0,Medical Office,1200.0,1929,100.0,Whole Building,Whole Building,,118.9,125.0,84.0,90.0,4.3,0.8,,,,,,,6674749.7,72549.9,1415925.9,412735.2,480.1,354.5,125.5,8591.9,Not found
3180,388 Midwood Street - 38244,,,Not found,Not found,Brooklyn,Multifamily Housing,"Medical Office, Multifamily Housing, Other, Other - Services, Supermarket/Grocery Store",Multifamily Housing,103613.0,Other - Services,2700.0,Other,1200.0,1931,100.0,Whole Building,,,104.3,110.6,73.2,79.2,3.8,0.7,,,,,,,6564480.8,72311.4,1435492.5,419283.8,475.9,348.7,127.3,,Not found
3181,415 Lefferts Ave - 38271,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,125070.0,,,,,1931,100.0,Whole Building,Whole Building,58.0,103.0,109.8,64.1,69.8,5.1,0.5,,,,,,,5875607.7,65440.7,2138796.3,640854.7,501.7,312.1,189.6,59414.7,Not found
3182,1730 Carroll Street - 38265,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,95040.0,,,,,1928,100.0,Whole Building,Whole Building,77.0,103.1,110.3,77.3,84.1,3.1,0.7,,,,,,,6344590.0,69928.3,998236.5,293549.6,425.5,337.0,88.5,5158.9,Not found
3183,750-60 Lefferts Ave - 38235,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,79541.0,,,,,1940,100.0,Whole Building,,81.0,94.8,98.3,68.6,72.0,3.2,0.6,,,,,,,4593702.3,48606.1,865528.1,253671.8,320.7,244.0,76.7,,Not found
3184,50 Lincoln Road - 39584,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,70316.0,,,,,1926,100.0,Whole Building,,,131.8,137.6,81.8,87.3,6.4,0.7,,,,,,,4204120.1,45929.2,1546037.2,453117.5,360.4,223.3,137.1,,Not found
3185,552 Flatbush Avenue - 39587,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,62834.0,,,,,1926,100.0,Whole Building,,,113.2,117.7,73.5,77.8,5.0,0.6,,,,,,,3540449.0,38103.9,1080676.5,316728.1,283.9,188.1,95.8,,Not found
3186,10 Midwood Street - 39586,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,59145.0,,,,,1927,100.0,Whole Building,Whole Building,,151.7,158.4,95.3,101.9,7.2,0.8,,,,,,,4178210.9,45684.5,1459667.2,426865.2,351.3,221.9,129.4,2722.0,Not found
3187,130 Lenox Road - 41137,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,57105.0,,,,,1931,100.0,Whole Building,Whole Building,72.0,114.6,120.8,83.9,89.9,3.7,0.8,,,,,,,4068127.0,44117.2,724594.6,211623.2,280.3,216.1,64.2,4982.1,Not found
3188,315 Linden Blvd - 42606,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,95000.0,,,,,1929,100.0,Whole Building,,60.0,117.7,124.0,83.4,89.3,4.2,0.7,,,,,,,6549722.4,71155.8,1370941.6,402025.4,469.4,347.9,121.5,,Not found
3189,441 Brooklyn Ave - 24262,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,67000.0,,,,,1930,100.0,Whole Building,,67.0,123.4,130.4,83.2,89.8,5.1,0.7,,,,,,,4419536.7,48569.8,1155357.3,339658.8,337.2,234.7,102.4,,Not found
3190,1633 Sterling Pl - 41691,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,68000.0,,,,,1927,100.0,Whole Building,,82.0,91.4,97.4,69.5,75.2,2.6,0.7,,,,,,,4125523.5,45140.4,599531.2,175712.5,272.3,219.1,53.2,3410.7,Not found
3191,2101 Westbury Court - 37356,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,52000.0,,,,,1931,100.0,Whole Building,,58.0,131.3,140.2,97.0,105.1,4.2,0.9,,,,,,,4311898.7,47216.5,732503.7,217518.2,294.0,229.0,64.9,42767.1,Not found
3192,305 Linden Blvd - 34553,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,95000.0,,,,,1929,100.0,Whole Building,,10.0,169.5,177.1,101.2,108.4,8.9,0.8,,,,,,,6735705.1,74188.9,2875996.1,842906.1,612.7,357.8,255.0,,Not found
3193,2215 Newkirk Ave - 42141,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,118000.0,,,,,1927,100.0,Whole Building,Whole Building,68.0,103.7,109.0,73.3,78.2,3.8,0.7,,,,,,,7133529.2,77044.5,1511036.1,445669.2,512.9,378.9,134.0,10183.3,Not found
3194,305 East 34th Street - 24260,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,47266.0,,,,,1936,100.0,Whole Building,,51.0,125.6,131.2,90.0,95.4,4.4,0.8,,,,,,,3553309.0,38074.0,702463.6,205638.9,251.0,188.7,62.3,25351.8,Not found
3195,838 Riverside Dr - 34254,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,57875.0,,,,,1920,100.0,Whole Building,,89.0,86.4,88.4,62.6,64.5,2.9,0.5,,,,,,,3048536.6,31622.1,573686.3,167867.0,212.8,161.9,50.9,1974.1,Not found
3196,350 Empire Boulevard - 24321,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,46183.0,,,,,1928,100.0,Whole Building,,16.0,171.9,179.7,106.1,113.8,8.4,0.8,,,,,,,3560441.4,39242.0,1337784.8,390100.1,307.7,189.1,118.6,3049.6,Not found
3197,2902 Cortelyou - 34552,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,46473.0,,,,,1926,100.0,Whole Building,,24.0,141.1,148.8,103.4,110.7,4.6,1.0,,,,,,,4081818.6,44191.0,723751.7,212462.8,281.0,216.8,64.2,2161.6,Not found
3198,1543 Nostrand Ave - 38182,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,43260.0,,,,,1925,100.0,Whole Building,,53.0,145.9,156.3,99.1,107.8,6.0,0.9,,,,,,,3421715.6,37741.8,866531.1,261187.8,258.6,181.7,76.8,4775.0,Not found
3199,348 Maple Street - 38227,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,26594.0,,,,,1931,100.0,Whole Building,,4.0,200.9,216.7,169.7,185.0,3.1,1.7,,,,,,,4223134.5,46352.3,289098.4,83741.2,249.9,224.3,25.6,,Not found
3200,245 E 34th Street - 38241,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,36420.0,,,,,1925,100.0,Whole Building,,1.0,225.3,231.6,160.6,166.9,7.9,1.4,,,,,,,4862619.6,50945.6,987614.9,288089.2,345.8,258.3,87.6,,Not found
3201,3613 Avenue D - 34555,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,48030.0,,,,,1931,100.0,Whole Building,,84.0,110.1,120.0,74.4,83.9,4.5,0.7,,,,,,,2839194.4,32999.0,734937.7,214407.8,216.0,150.8,65.2,4371.6,Not found
3202,1555 Nostrand Ave - 38181,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,43260.0,,,,,1925,100.0,Whole Building,,12.0,196.8,207.1,129.1,139.0,8.6,1.1,,,,,,,4319812.6,47505.7,1267188.1,370510.1,341.8,229.4,112.3,,Not found
3203,73 E 96 Street - 38279,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,32370.0,,,,,1926,100.0,Whole Building,,10.0,181.3,189.4,125.3,132.4,7.1,1.1,,,,,,,3284365.6,35061.4,771005.6,228766.2,242.8,174.4,68.4,,Not found
3204,1567 Nostrand Ave - 38186,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,38775.0,,,,,1925,100.0,Whole Building,,36.0,166.8,176.0,112.5,121.3,6.8,1.0,,,,,,,3460917.7,37986.3,902815.2,264670.7,263.9,183.8,80.0,5641.7,Not found
3205,2054 Nostrand Avenue - 38847,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,42973.0,,,,,1931,100.0,Whole Building,,34.0,152.8,159.4,48.7,50.8,14.9,,,,,,,,,,2091843.1,639389.8,185.5,0.0,185.5,452.1,Not found
3206,2064 Nostrand Avenue - 38848,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,46350.0,,,,,1930,100.0,Whole Building,,5.0,196.6,,152.8,,5.1,,,,,,,,6278490.6,,802502.4,234903.8,404.6,333.5,71.1,5764.8,Not found
3207,356 Maple Street - 38228,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,26594.0,,,,,1926,100.0,Whole Building,,49.0,134.0,145.8,42.7,46.4,13.6,,,,,,,,,,1135138.6,361824.2,100.6,0.0,100.6,2741.0,Not found
3208,10 Maple Street - 38233,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,50583.0,,,,,1927,100.0,Whole Building,,25.0,164.1,171.1,97.0,103.9,8.7,0.7,,,,,,,3396703.2,37563.3,1507734.7,439487.8,314.1,180.4,133.7,,Not found
3209,3420 Clarendon Road - 41692,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,32768.0,,,,,1931,100.0,Whole Building,,26.0,150.1,157.5,47.8,50.2,14.7,,,,,,,,,,1566089.2,481838.0,138.8,0.0,138.8,3672.3,Not found
3210,193 Martense St - 38243,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,41323.0,,,,,1924,100.0,Whole Building,,27.0,153.3,159.3,108.0,113.9,5.6,0.9,,,,,,,3677052.7,39191.7,787778.3,230271.3,265.1,195.3,69.8,5565.4,Not found
